employee_id,age,department,job_role,salary,years_at_company,years_in_role,overtime,satisfaction_score,commute_distance,promotion_count,training_hours,performance_score,attrition
EMP_14277,36,Engineering,Senior Engineer,133700,0,0,No,3,10.1,0,0.0,4,1
EMP_14278,27,Operations,Customer Support Specialist,61700,7,1,No,3,18.2,0,35.0,3,0
EMP_14279,33,Engineering,Tech Lead,182700,0,0,No,4,9.3,0,20.0,4,0
EMP_14280,34,Sales,Sales Director,158300,0,0,No,3,10.7,0,14.0,3,0
EMP_14281,50,Operations,Supply Chain Lead,128700,5,0,No,5,12.7,1,31.0,4,0
EMP_14282,31,Engineering,DevOps Specialist,110300,5,0,Yes,5,33.0,1,26.0,1,0
EMP_14283,40,Engineering,QA Analyst,79500,3,0,Yes,1,7.0,2,48.0,3,1
EMP_14284,42,Engineering,Software Engineer,99100,0,0,No,3,35.2,0,12.0,4,0
EMP_14285,30,Engineering,Senior Engineer,184600,9,0,No,4,31.1,3,34.0,4,0
EMP_14286,22,Operations,Supply Chain Lead,103300,2,0,No,5,14.0,0,25.0,4,0
EMP_14287,47,Sales,Account Executive,130400,13,0,Yes,5,10.3,7,27.0,3,0
EMP_14288,35,Engineering,DevOps Specialist,112200,0,0,No,5,6.1,0,29.0,3,0
EMP_14289,40,Engineering,DevOps Specialist,120400,4,0,Yes,3,2.5,3,41.0,4,0
EMP_14290,38,Engineering,Tech Lead,175100,5,5,No,3,2.0,2,32.0,3,0
EMP_14291,41,Sales,Account Executive,96300,3,0,No,4,10.2,2,34.0,3,0
EMP_14292,44,Operations,Supply Chain Lead,101900,1,1,No,1,9.9,0,24.0,3,0
EMP_14293,34,Engineering,QA Analyst,83700,3,3,No,4,4.8,1,43.0,3,0
EMP_14294,42,Sales,Sales Director,159000,2,2,No,3,20.8,0,62.0,1,1
EMP_14295,29,Product & Design,UX Designer,98300,0,0,No,3,14.4,0,19.0,3,0
EMP_14296,31,Engineering,Tech Lead,199800,9,1,No,2,8.0,2,51.0,4,0
EMP_14297,37,Engineering,DevOps Specialist,135100,4,2,Yes,5,6.3,0,32.0,3,0
EMP_14298,21,Operations,Operations Analyst,70700,1,1,No,4,19.2,0,0.0,4,0
EMP_14299,34,Engineering,Senior Engineer,150300,1,0,No,5,22.3,0,28.0,3,0
EMP_14300,45,Engineering,Tech Lead,171000,0,0,No,2,11.3,0,51.0,2,0
EMP_14301,31,Product & Design,UX Designer,143600,11,0,No,2,1.3,1,46.0,5,0
EMP_14302,29,Sales,Sales Director,181100,0,0,No,3,,0,5.0,3,0
EMP_14303,38,Engineering,QA Analyst,99300,12,2,No,4,2.0,2,27.0,3,0
EMP_14304,36,Product & Design,Product Manager,119000,0,0,No,4,9.8,0,29.0,3,0
EMP_14305,28,Sales,Account Executive,89900,1,0,Yes,3,41.5,0,25.0,3,1
EMP_14306,43,Sales,Account Executive,114400,4,0,No,4,1.0,2,,4,0
EMP_14307,36,Sales,Sales Director,239300,12,0,Yes,3,54.6,4,19.0,3,1
EMP_14308,41,Engineering,QA Analyst,89200,5,0,No,5,5.2,0,36.0,2,0
EMP_14309,35,Human Resources,HR Specialist,74600,6,5,No,4,16.3,6,27.0,4,0
EMP_14310,33,Human Resources,HR Director,188200,9,1,No,1,,3,17.0,2,1
EMP_14311,21,Product & Design,Product Manager,125100,1,1,No,3,10.7,0,10.0,3,1
EMP_14312,39,Sales,Account Executive,103600,3,3,No,4,8.9,3,38.0,3,0
EMP_14313,25,Engineering,Senior Engineer,147100,0,0,No,3,9.5,0,22.0,3,0
EMP_14314,46,Engineering,DevOps Specialist,139800,8,8,Yes,2,4.8,3,26.0,3,0
EMP_14315,59,Sales,Account Executive,94300,0,0,No,2,,0,,3,0
EMP_14316,48,Product & Design,UX Designer,112900,2,0,No,1,13.3,0,22.0,4,0
EMP_14317,32,Sales,Sales Representative,69000,4,0,No,5,14.3,1,26.0,3,1
EMP_14318,25,Engineering,Software Engineer,111400,5,1,Yes,2,29.7,0,,4,1
EMP_14319,41,Engineering,Senior Engineer,146000,9,3,Yes,4,5.6,1,41.0,3,1
EMP_14320,45,Engineering,QA Analyst,74100,0,0,Yes,4,11.6,0,22.0,3,0
EMP_14321,33,Product & Design,Product Analyst,78800,2,2,No,4,31.7,0,6.0,3,0
EMP_14322,24,Human Resources,HR Specialist,67700,3,0,No,1,25.2,1,0.0,3,0
EMP_14323,40,Engineering,DevOps Specialist,159000,14,0,No,2,3.2,4,44.0,3,0
EMP_14324,26,Engineering,Senior Engineer,133200,0,0,Yes,4,19.5,0,54.0,3,1
EMP_14325,35,Operations,Customer Support Specialist,52800,0,0,No,3,9.0,0,21.0,3,0
EMP_14326,33,Product & Design,Product Manager,140300,7,3,No,4,25.9,1,36.0,1,0
EMP_14327,36,Human Resources,HR Specialist,65800,3,0,No,5,2.5,1,57.0,3,0
EMP_14328,35,Sales,Sales Representative,53700,0,0,No,3,8.4,0,35.0,1,0
EMP_14329,33,Engineering,DevOps Specialist,105000,1,1,No,5,5.1,0,13.0,3,0
EMP_14330,31,Product & Design,Product Analyst,98100,9,1,No,2,6.4,2,40.0,2,1
EMP_14331,26,Sales,Account Executive,95600,0,0,No,3,15.7,0,48.0,2,0
EMP_14332,21,Engineering,Senior Engineer,149700,1,1,No,3,4.8,0,21.0,3,0
EMP_14333,21,Product & Design,Product Manager,114100,0,0,No,2,1.5,0,28.0,3,0
EMP_14334,27,Engineering,Software Engineer,86800,2,1,Yes,3,1.7,0,25.0,3,0
EMP_14335,48,Engineering,QA Analyst,70500,2,2,No,1,7.3,0,27.0,3,0
EMP_14336,25,Sales,Account Executive,98500,5,1,No,3,3.8,3,33.0,1,0
EMP_14337,35,Sales,Sales Director,195900,0,0,No,1,11.4,0,60.0,3,0
EMP_14338,26,Engineering,Software Engineer,89500,1,0,No,1,3.4,0,5.0,4,0
EMP_14339,34,Engineering,Senior Engineer,185900,10,5,Yes,4,8.4,2,31.0,3,0
EMP_14340,50,Engineering,Senior Engineer,198500,16,0,Yes,2,25.2,5,12.0,2,1
EMP_14341,32,Human Resources,HR Specialist,62700,0,0,No,3,2.4,0,16.0,2,0
EMP_14342,44,Sales,Account Executive,129500,4,0,No,4,,1,,5,1
EMP_14343,36,Human Resources,HR Specialist,74900,2,0,No,3,41.2,0,30.0,4,1
EMP_14344,52,Operations,Customer Support Specialist,55700,1,1,No,3,11.1,0,10.0,2,0
EMP_14345,21,Sales,Account Executive,95700,0,0,No,4,1.5,0,10.0,4,0
EMP_14346,32,Engineering,DevOps Specialist,153100,8,0,Yes,4,11.1,2,16.0,3,0
EMP_14347,38,Product & Design,UX Designer,108700,9,9,No,4,3.4,3,15.0,3,0
EMP_14348,37,Human Resources,HR Specialist,78700,7,0,Yes,1,5.5,3,16.0,3,1
EMP_14349,32,Human Resources,Recruiter,77600,7,6,Yes,2,2.0,1,31.0,3,0
EMP_14350,31,Product & Design,UX Designer,85800,3,0,No,1,6.9,0,15.0,3,0
EMP_14351,35,Operations,Customer Support Specialist,68800,10,6,No,5,22.0,2,5.0,4,0
EMP_14352,45,Engineering,Tech Lead,181900,4,0,No,5,3.0,2,36.0,1,0
EMP_14353,45,Engineering,Tech Lead,178600,4,1,Yes,3,24.5,1,22.0,3,0
EMP_14354,36,Sales,Sales Director,186100,0,0,No,5,9.2,0,55.0,3,0
EMP_14355,36,Sales,Sales Director,175900,3,3,No,3,13.0,1,22.0,4,0
EMP_14356,33,Engineering,QA Analyst,70500,4,2,Yes,3,9.4,1,0.0,1,0
EMP_14357,39,Sales,Account Executive,114300,1,0,Yes,4,2.8,0,14.0,3,0
EMP_14358,38,Engineering,Tech Lead,221200,7,2,Yes,4,12.9,2,41.0,3,0
EMP_14359,36,Sales,Sales Director,191700,4,0,No,3,12.0,0,19.0,3,0
EMP_14360,21,Sales,Account Executive,101400,0,0,No,2,18.2,0,36.0,4,0
EMP_14361,31,Engineering,Tech Lead,178000,0,0,No,3,10.9,0,30.0,3,0
EMP_14362,23,Engineering,Tech Lead,167700,3,3,No,3,31.6,1,21.0,3,0
EMP_14363,33,Operations,Supply Chain Lead,99800,1,1,No,3,18.3,0,34.0,3,0
EMP_14364,37,Engineering,QA Analyst,83200,4,0,Yes,4,36.5,2,31.0,2,1
EMP_14365,39,Engineering,Software Engineer,89800,1,1,No,1,16.9,0,19.0,3,0
EMP_14366,29,Sales,Account Executive,111000,6,4,Yes,2,16.6,1,2.0,3,0
EMP_14367,31,Engineering,Tech Lead,164200,3,3,No,2,31.2,0,10.0,1,0
EMP_14368,32,Engineering,Senior Engineer,182100,9,0,No,2,28.7,0,18.0,3,1
EMP_14369,39,Engineering,Software Engineer,105000,6,0,Yes,2,51.3,2,39.0,3,1
EMP_14370,43,Sales,Sales Director,146500,2,2,Yes,4,10.5,0,13.0,1,0
EMP_14371,22,Human Resources,Recruiter,52200,2,0,No,4,8.4,0,26.0,2,1
EMP_14372,56,Engineering,Tech Lead,175100,1,1,No,5,9.9,0,28.0,3,0
EMP_14373,22,Engineering,QA Analyst,86400,2,1,Yes,5,6.6,0,39.0,3,0
EMP_14374,33,Operations,Supply Chain Lead,97900,7,1,No,4,1.2,1,32.0,3,0
EMP_14375,32,Engineering,Senior Engineer,128800,0,0,No,4,29.6,0,,3,0
EMP_14376,36,Sales,Sales Representative,61400,3,0,No,4,9.5,0,25.0,2,0
EMP_14377,44,Sales,Account Executive,108400,2,0,No,1,10.1,0,30.0,4,0
EMP_14378,21,Engineering,DevOps Specialist,107000,1,1,No,4,40.3,0,17.0,3,0
EMP_14379,29,Sales,Sales Representative,60800,3,3,No,5,6.5,1,44.0,1,0
EMP_14380,55,Engineering,DevOps Specialist,129100,3,0,Yes,5,32.9,1,38.0,3,1
EMP_14381,39,Sales,Sales Representative,60400,0,0,Yes,4,19.1,0,,3,0
EMP_14382,60,Engineering,Senior Engineer,125200,0,0,Yes,4,14.3,0,18.0,3,0
EMP_14383,39,Operations,Supply Chain Lead,107600,0,0,No,4,13.9,0,46.0,4,0
EMP_14384,34,Engineering,DevOps Specialist,119900,3,0,No,4,3.7,1,33.0,2,0
EMP_14385,46,Engineering,DevOps Specialist,116500,3,0,No,4,2.2,4,32.0,3,0
EMP_14386,36,Sales,Account Executive,76100,0,0,Yes,5,14.0,0,23.0,1,0
EMP_14387,51,Engineering,QA Analyst,77600,3,0,No,3,7.3,0,26.0,2,0
EMP_14388,21,Engineering,QA Analyst,70700,0,0,No,2,9.5,0,48.0,2,1
EMP_14389,39,Operations,Customer Support Specialist,49400,0,0,No,1,7.5,0,17.0,3,1
EMP_14390,39,Human Resources,HR Director,141400,2,2,No,1,1.1,0,12.0,5,0
EMP_14391,33,Sales,Sales Director,171800,0,0,Yes,4,18.7,0,0.0,3,0
EMP_14392,36,Product & Design,Product Manager,112100,0,0,Yes,4,11.2,0,46.0,3,0
EMP_14393,50,Engineering,Software Engineer,92800,0,0,No,2,9.1,0,6.0,3,1
EMP_14394,26,Operations,Supply Chain Lead,132400,5,1,No,3,4.2,4,51.0,5,0
EMP_14395,45,Product & Design,Product Analyst,90800,4,0,No,2,9.9,1,42.0,3,0
EMP_14396,28,Engineering,Senior Engineer,151500,1,1,No,3,,0,29.0,3,0
EMP_14397,32,Engineering,Tech Lead,188100,1,1,No,3,24.9,0,29.0,2,0
EMP_14398,54,Sales,Sales Representative,66500,5,0,No,3,2.2,1,0.0,3,0
EMP_14399,35,Human Resources,HR Director,154500,5,2,No,4,17.0,0,16.0,3,0
EMP_14400,26,Engineering,Tech Lead,184700,2,0,No,1,11.6,0,34.0,3,0
EMP_14401,38,Engineering,Senior Engineer,161600,0,0,No,4,5.2,0,37.0,5,0
EMP_14402,44,Sales,Account Executive,97100,3,0,No,3,2.0,0,35.0,3,0
EMP_14403,43,Engineering,Senior Engineer,140300,1,1,No,3,2.7,0,42.0,4,0
EMP_14404,25,Sales,Sales Director,197000,3,3,No,4,11.4,1,0.0,3,0
EMP_14405,36,Engineering,Tech Lead,161300,2,0,Yes,3,6.9,0,40.0,3,0
EMP_14406,31,Product & Design,UX Designer,83000,0,0,No,3,4.5,0,21.0,2,0
EMP_14407,28,Engineering,QA Analyst,88300,7,2,Yes,1,9.6,0,18.0,3,0
EMP_14408,44,Engineering,Tech Lead,179400,3,3,No,3,4.8,0,7.0,4,0
EMP_14409,39,Sales,Sales Director,202500,1,0,No,2,27.8,0,41.0,3,0
EMP_14410,55,Engineering,QA Analyst,86200,7,2,No,4,7.9,4,32.0,3,0
EMP_14411,45,Engineering,Software Engineer,96700,5,5,Yes,1,2.4,0,35.0,1,1
EMP_14412,22,Engineering,Software Engineer,98200,2,1,Yes,3,2.4,0,28.0,3,0
EMP_14413,21,Product & Design,Product Manager,122300,1,1,No,2,7.6,0,21.0,3,0
EMP_14414,35,Engineering,Tech Lead,178000,0,0,Yes,4,4.7,0,25.0,3,0
EMP_14415,34,Engineering,Software Engineer,72100,2,0,Yes,3,13.4,0,25.0,1,0
EMP_14416,26,Engineering,QA Analyst,95000,5,0,No,3,23.3,1,27.0,3,0
EMP_14417,45,Engineering,Senior Engineer,146600,0,0,No,1,1.8,0,21.0,4,0
EMP_14418,29,Human Resources,Recruiter,67000,3,0,No,2,11.3,1,33.0,3,0
EMP_14419,23,Operations,Operations Analyst,69300,3,2,Yes,3,2.5,1,33.0,3,0
EMP_14420,35,Product & Design,Product Manager,126100,1,1,Yes,4,44.0,0,52.0,3,1
EMP_14421,28,Sales,Sales Representative,71200,0,0,Yes,4,9.5,0,25.0,3,1
EMP_14422,38,Human Resources,HR Director,198900,5,1,No,4,5.4,2,38.0,4,0
EMP_14423,43,Product & Design,Product Analyst,83900,1,1,No,3,10.2,0,29.0,4,0
EMP_14424,41,Operations,Supply Chain Lead,127200,11,2,No,4,8.2,1,27.0,3,0
EMP_14425,41,Product & Design,Product Analyst,102000,7,5,No,5,4.1,3,38.0,3,0
EMP_14426,51,Operations,Customer Support Specialist,51600,0,0,No,5,38.8,0,19.0,3,0
EMP_14427,35,Product & Design,UX Designer,141700,10,0,No,1,14.0,1,,3,0
EMP_14428,29,Sales,Account Executive,123500,9,0,Yes,4,3.9,4,18.0,3,0
EMP_14429,34,Engineering,Senior Engineer,157200,4,1,No,3,,2,44.0,4,0
EMP_14430,36,Engineering,DevOps Specialist,114000,1,1,No,4,22.6,0,0.0,3,0
EMP_14431,29,Sales,Sales Director,192100,1,0,No,5,16.6,0,,3,0
EMP_14432,43,Engineering,DevOps Specialist,115700,4,0,No,4,31.9,1,33.0,3,0
EMP_14433,44,Engineering,Tech Lead,237600,8,3,No,3,15.7,4,31.0,4,0
EMP_14434,31,Product & Design,Product Analyst,78500,0,0,No,3,18.9,0,13.0,1,0
EMP_14435,42,Human Resources,HR Specialist,79200,5,0,No,2,12.2,3,24.0,3,1
EMP_14436,47,Operations,Operations Analyst,76600,3,0,No,4,3.6,2,26.0,4,1
EMP_14437,31,Operations,Supply Chain Lead,84300,1,0,No,4,30.5,0,37.0,3,0
EMP_14438,36,Product & Design,Product Analyst,98300,3,0,No,1,10.8,1,30.0,4,0
EMP_14439,26,Engineering,Software Engineer,82100,0,0,Yes,3,20.6,0,38.0,2,0
EMP_14440,34,Engineering,DevOps Specialist,153900,7,1,Yes,3,32.6,1,11.0,5,0
EMP_14441,32,Engineering,Software Engineer,101000,3,0,No,4,13.6,0,22.0,4,0
EMP_14442,49,Human Resources,Recruiter,70600,3,0,Yes,2,30.0,0,34.0,4,0
EMP_14443,45,Operations,Supply Chain Lead,127300,11,2,No,2,,4,7.0,3,0
EMP_14444,48,Engineering,DevOps Specialist,118200,2,0,No,4,1.4,0,35.0,4,0
EMP_14445,21,Operations,Operations Analyst,73300,1,1,No,4,7.8,0,34.0,3,0
EMP_14446,31,Sales,Sales Director,230900,9,0,No,2,1.7,0,31.0,3,0
EMP_14447,35,Sales,Account Executive,104000,2,0,Yes,1,6.1,0,53.0,3,1
EMP_14448,37,Product & Design,Product Analyst,73800,2,1,No,4,13.3,0,,3,0
EMP_14449,40,Human Resources,HR Specialist,93700,9,0,No,3,20.6,3,28.0,3,0
EMP_14450,37,Engineering,QA Analyst,70900,2,0,Yes,2,26.2,0,34.0,1,1
EMP_14451,46,Product & Design,UX Designer,110500,6,0,Yes,3,30.0,3,40.0,3,0
EMP_14452,43,Sales,Sales Director,260200,9,7,No,3,5.5,2,22.0,4,0
EMP_14453,36,Product & Design,Product Analyst,94500,8,6,No,3,,2,23.0,4,0
EMP_14454,41,Sales,Sales Director,199200,0,0,Yes,4,1.7,0,38.0,5,0
EMP_14455,25,Sales,Sales Representative,68700,5,1,No,3,21.5,1,26.0,3,0
EMP_14456,32,Human Resources,HR Specialist,89900,12,9,Yes,4,3.0,2,26.0,1,0
EMP_14457,22,Engineering,Tech Lead,150900,1,0,Yes,1,1.8,0,2.0,3,1
EMP_14458,23,Operations,Operations Analyst,68700,1,0,No,3,3.5,0,32.0,4,0
EMP_14459,22,Sales,Sales Representative,57500,2,2,No,2,2.1,0,17.0,3,0
EMP_14460,28,Sales,Sales Representative,52900,0,0,No,1,,0,20.0,3,1
EMP_14461,25,Engineering,DevOps Specialist,116200,5,1,No,3,2.7,5,21.0,2,1
EMP_14462,47,Engineering,Tech Lead,169100,1,1,Yes,4,3.7,0,,3,0
EMP_14463,27,Engineering,Software Engineer,106100,2,2,No,1,1.9,0,23.0,5,0
EMP_14464,34,Engineering,Tech Lead,182500,6,3,No,1,13.5,3,20.0,3,1
EMP_14465,23,Product & Design,UX Designer,108800,3,2,No,3,29.5,1,19.0,4,0
EMP_14466,53,Sales,Sales Representative,70400,7,0,Yes,4,10.3,1,30.0,2,0
EMP_14467,44,Operations,Customer Support Specialist,85100,17,4,No,4,15.5,4,22.0,4,0
EMP_14468,33,Engineering,Software Engineer,86400,1,1,No,2,11.3,0,19.0,3,1
EMP_14469,38,Sales,Sales Director,183200,4,3,No,3,3.1,2,6.0,3,0
EMP_14470,39,Sales,Sales Representative,53000,0,0,No,4,,0,29.0,2,0
EMP_14471,27,Sales,Sales Representative,51500,3,0,No,1,8.5,1,19.0,3,1
EMP_14472,40,Engineering,DevOps Specialist,87900,2,2,No,2,8.1,0,23.0,3,1
EMP_14473,49,Sales,Sales Representative,58700,0,0,No,2,2.4,0,49.0,3,0
EMP_14474,48,Product & Design,Product Manager,157500,8,8,No,3,5.8,0,33.0,5,0
EMP_14475,48,Sales,Account Executive,116600,2,2,No,3,,0,49.0,3,0
EMP_14476,45,Sales,Sales Representative,74200,8,1,No,2,4.9,3,19.0,2,0
EMP_14477,27,Engineering,Senior Engineer,157100,3,1,Yes,3,17.7,0,9.0,3,0
EMP_14478,47,Engineering,QA Analyst,85600,3,3,No,3,15.7,2,24.0,4,0
EMP_14479,33,Product & Design,UX Designer,102900,2,2,No,5,15.9,0,13.0,3,0
EMP_14480,45,Engineering,Software Engineer,88600,0,0,No,3,8.8,0,33.0,4,1
EMP_14481,38,Sales,Sales Representative,73700,6,1,No,2,5.6,2,5.0,3,0
EMP_14482,47,Operations,Customer Support Specialist,64100,2,2,Yes,2,14.9,0,27.0,5,0
EMP_14483,21,Product & Design,Product Manager,116800,1,1,No,4,7.3,0,17.0,2,0
EMP_14484,45,Engineering,Tech Lead,175800,8,6,No,5,1.2,3,22.0,2,0
EMP_14485,23,Sales,Sales Director,175000,0,0,No,1,13.6,0,22.0,3,0
EMP_14486,28,Engineering,Software Engineer,123500,8,3,Yes,5,26.7,3,22.0,5,0
EMP_14487,36,Sales,Sales Director,221300,9,0,Yes,3,11.4,2,17.0,2,1
EMP_14488,36,Product & Design,Product Analyst,97100,4,4,No,4,30.4,0,37.0,4,1
EMP_14489,25,Engineering,DevOps Specialist,112000,0,0,Yes,3,4.6,0,0.0,3,1
EMP_14490,29,Sales,Sales Director,268600,9,9,No,5,1.2,1,26.0,4,0
EMP_14491,35,Engineering,DevOps Specialist,124600,0,0,No,1,8.8,0,34.0,4,0
EMP_14492,33,Engineering,Tech Lead,173400,0,0,No,5,2.1,0,30.0,4,0
EMP_14493,25,Product & Design,Product Manager,128300,0,0,No,4,4.5,0,13.0,3,0
EMP_14494,39,Human Resources,HR Director,207700,13,1,No,5,26.3,5,39.0,3,0
EMP_14495,37,Product & Design,UX Designer,87600,0,0,No,5,2.8,0,44.0,2,0
EMP_14496,34,Human Resources,HR Specialist,82100,4,2,No,1,2.4,3,17.0,4,0
EMP_14497,40,Engineering,QA Analyst,76300,1,0,No,3,32.8,0,21.0,4,0
EMP_14498,57,Human Resources,HR Specialist,70900,5,0,No,1,8.9,1,11.0,3,0
EMP_14499,31,Sales,Sales Director,212600,5,4,No,1,19.9,1,25.0,4,0
EMP_14500,31,Engineering,Tech Lead,249900,9,0,No,2,2.5,1,35.0,5,0
EMP_14501,25,Engineering,Software Engineer,90000,0,0,No,4,19.9,0,33.0,4,0
EMP_14502,33,Sales,Account Executive,88100,0,0,No,1,30.2,0,48.0,3,1
EMP_14503,34,Human Resources,HR Specialist,80600,6,0,Yes,4,16.4,2,34.0,4,0
EMP_14504,42,Engineering,DevOps Specialist,119100,7,0,No,5,4.5,4,29.0,1,0
EMP_14505,44,Operations,Customer Support Specialist,45200,1,1,No,3,20.8,0,29.0,3,1
EMP_14506,41,Operations,Operations Analyst,72700,1,1,No,5,,0,18.0,3,0
EMP_14507,35,Engineering,Software Engineer,96800,6,2,Yes,2,28.2,2,40.0,3,1
EMP_14508,21,Engineering,DevOps Specialist,105900,1,1,No,4,,0,16.0,4,0
EMP_14509,47,Engineering,Tech Lead,205000,3,3,Yes,3,2.7,1,,3,0
EMP_14510,34,Product & Design,Product Manager,133600,1,0,No,5,48.8,0,16.0,4,0
EMP_14511,30,Engineering,Software Engineer,102700,6,0,No,4,,1,18.0,3,0
EMP_14512,48,Sales,Sales Director,190400,4,4,No,4,22.6,0,48.0,2,0
EMP_14513,41,Engineering,Tech Lead,201700,8,8,Yes,1,8.7,1,30.0,3,1
EMP_14514,26,Operations,Supply Chain Lead,105000,1,1,No,3,4.3,0,32.0,3,1
EMP_14515,22,Engineering,Senior Engineer,124300,2,2,No,4,8.0,0,15.0,2,0
EMP_14516,60,Sales,Account Executive,94700,3,0,No,4,5.8,1,46.0,3,0
EMP_14517,44,Engineering,Software Engineer,84200,5,1,No,4,12.9,3,48.0,3,0
EMP_14518,39,Sales,Sales Director,213300,0,0,No,4,10.7,0,13.0,4,0
EMP_14519,36,Engineering,DevOps Specialist,100000,0,0,No,5,16.6,0,28.0,3,0
EMP_14520,38,Human Resources,Recruiter,78700,11,2,No,2,3.3,2,11.0,2,0
EMP_14521,35,Engineering,QA Analyst,101700,12,0,No,4,7.1,2,22.0,3,0
EMP_14522,45,Operations,Customer Support Specialist,60200,9,5,No,2,16.8,3,8.0,2,0
EMP_14523,28,Product & Design,Product Manager,136900,2,0,No,5,8.9,0,31.0,4,0
EMP_14524,26,Engineering,QA Analyst,86400,4,2,No,3,27.2,0,12.0,3,0
EMP_14525,36,Product & Design,Product Manager,132400,3,3,No,4,3.0,0,26.0,3,0
EMP_14526,35,Operations,Operations Analyst,62500,0,0,No,4,29.7,0,36.0,3,0
EMP_14527,27,Sales,Sales Representative,68800,4,2,Yes,3,20.5,1,24.0,5,1
EMP_14528,25,Engineering,Tech Lead,149700,0,0,Yes,3,1.4,0,29.0,3,1
EMP_14529,38,Engineering,Senior Engineer,145500,1,1,No,4,7.6,0,46.0,3,1
EMP_14530,31,Engineering,Software Engineer,102500,9,2,No,3,,2,15.0,4,0
EMP_14531,48,Engineering,Software Engineer,83600,0,0,Yes,3,5.9,0,31.0,3,0
EMP_14532,38,Operations,Supply Chain Lead,117200,9,0,No,4,9.4,3,23.0,4,0
EMP_14533,43,Operations,Operations Analyst,81800,7,2,No,4,43.7,3,31.0,5,1
EMP_14534,29,Sales,Account Executive,110700,2,0,No,3,18.0,0,32.0,3,0
EMP_14535,30,Product & Design,Product Analyst,100200,10,4,Yes,4,3.9,1,42.0,4,0
EMP_14536,21,Operations,Supply Chain Lead,101700,1,1,No,1,16.4,0,49.0,3,1
EMP_14537,47,Sales,Account Executive,105000,4,2,Yes,1,5.9,0,13.0,3,1
EMP_14538,50,Operations,Supply Chain Lead,103000,3,0,No,1,19.6,2,32.0,3,0
EMP_14539,40,Engineering,Tech Lead,219700,7,3,No,3,,4,,3,0
EMP_14540,41,Operations,Operations Analyst,72300,2,1,No,2,34.8,0,28.0,3,1
EMP_14541,36,Sales,Sales Director,168100,0,0,No,1,5.8,0,46.0,3,1
EMP_14542,43,Sales,Account Executive,89500,0,0,No,3,8.0,0,24.0,3,0
EMP_14543,38,Engineering,Tech Lead,148000,0,0,No,4,20.2,0,19.0,2,0
EMP_14544,39,Product & Design,Product Analyst,73500,0,0,No,2,15.2,0,4.0,3,1
EMP_14545,31,Operations,Operations Analyst,63300,0,0,Yes,4,6.7,0,49.0,3,0
EMP_14546,28,Operations,Supply Chain Lead,78200,0,0,Yes,4,6.8,0,42.0,2,0
EMP_14547,38,Product & Design,Product Analyst,89800,4,0,No,1,27.3,1,38.0,3,1
EMP_14548,36,Sales,Sales Representative,58300,4,2,No,3,20.2,2,14.0,3,0
EMP_14549,39,Product & Design,UX Designer,74100,0,0,No,2,,0,0.0,3,0
EMP_14550,26,Sales,Account Executive,148100,6,1,Yes,4,10.3,0,35.0,5,0
EMP_14551,45,Operations,Customer Support Specialist,50800,2,1,No,4,,0,41.0,3,0
EMP_14552,30,Product & Design,Product Manager,97300,0,0,No,2,4.5,0,10.0,3,0
EMP_14553,42,Operations,Customer Support Specialist,49700,3,2,No,3,27.0,0,12.0,1,0
EMP_14554,30,Product & Design,Product Manager,134700,6,1,No,2,7.9,1,55.0,3,0
EMP_14555,32,Engineering,DevOps Specialist,176800,12,2,Yes,5,15.5,0,32.0,2,0
EMP_14556,37,Engineering,Senior Engineer,144600,1,1,Yes,3,6.3,0,26.0,3,0
EMP_14557,33,Operations,Supply Chain Lead,107200,2,1,Yes,4,3.6,0,17.0,4,0
EMP_14558,36,Sales,Account Executive,106900,6,0,No,3,4.9,3,38.0,3,0
EMP_14559,33,Operations,Operations Analyst,76800,1,0,No,5,11.6,0,56.0,3,0
EMP_14560,32,Product & Design,Product Manager,145500,8,4,No,4,9.4,1,29.0,2,0
EMP_14561,33,Operations,Supply Chain Lead,118100,8,1,No,4,1.1,3,26.0,4,0
EMP_14562,43,Human Resources,HR Director,151000,2,2,No,4,50.5,0,30.0,3,0
EMP_14563,45,Engineering,DevOps Specialist,126600,1,1,No,4,1.9,0,42.0,2,0
EMP_14564,39,Product & Design,Product Manager,146200,4,0,Yes,5,1.2,1,20.0,3,1
EMP_14565,48,Operations,Supply Chain Lead,83100,0,0,No,4,2.8,0,54.0,3,0
EMP_14566,38,Product & Design,UX Designer,112100,13,13,No,1,27.2,4,28.0,2,1
EMP_14567,34,Engineering,Senior Engineer,131100,4,0,No,2,3.7,5,27.0,3,0
EMP_14568,42,Human Resources,Recruiter,67200,0,0,No,4,1.8,0,8.0,4,0
EMP_14569,21,Engineering,DevOps Specialist,133200,1,1,No,3,4.5,0,0.0,4,0
EMP_14570,34,Operations,Customer Support Specialist,57700,1,0,No,4,10.5,0,2.0,4,0
EMP_14571,34,Engineering,Tech Lead,167900,3,3,No,2,16.6,1,22.0,4,0
EMP_14572,50,Product & Design,Product Analyst,78200,1,0,No,1,3.1,0,21.0,3,0
EMP_14573,47,Human Resources,Recruiter,70000,9,0,No,4,3.6,4,0.0,3,0
EMP_14574,29,Engineering,QA Analyst,72300,1,1,No,5,11.7,0,4.0,3,0
EMP_14575,21,Sales,Account Executive,76400,0,0,Yes,4,35.5,0,41.0,2,1
EMP_14576,36,Engineering,QA Analyst,78400,5,0,Yes,2,7.8,2,29.0,2,0
